cik,former_name,from_date,to_date
0000912603,SCHNITZER STEEL INDUSTRIES INC,1994-01-31T00:00:00.000Z,2019-02-13T00:00:00.000Z
0001768446,"Eliem Therapeutics, Inc.",2019-02-19T00:00:00.000Z,2024-09-20T00:00:00.000Z
0001644378,Reit Management & Research Inc.,2015-07-31T00:00:00.000Z,2015-07-31T00:00:00.000Z
0001559991,Flaherty & Crumrine Preferred & Income Allocation Fund Inc,2012-10-25T00:00:00.000Z,2012-10-25T00:00:00.000Z
0001342916,CLENERGEN Corp,2010-03-18T00:00:00.000Z,2019-08-20T00:00:00.000Z
0001342916,Clenergen Corp,2010-03-18T00:00:00.000Z,2019-08-20T00:00:00.000Z
0001342916,American Bonanza Resources Corp.,2005-12-13T00:00:00.000Z,2009-03-23T00:00:00.000Z
0000935419,RICKS CABARET INTERNATIONAL INC,1996-07-16T00:00:00.000Z,2014-07-14T00:00:00.000Z
0001227654,SALT HOLDINGS CORP,2003-04-17T00:00:00.000Z,2003-11-05T00:00:00.000Z
0001636422,"HQC Holdings, Inc.",2015-03-27T00:00:00.000Z,2016-02-19T00:00:00.000Z
0001832483,Patricia Acquisition Corp.,2021-01-04T00:00:00.000Z,2023-08-02T00:00:00.000Z
0000882150,"BLACKROCK MUNIYIELD NEW YORK INSURED FUND, INC.",2007-06-15T00:00:00.000Z,2010-11-18T00:00:00.000Z
0000882150,MUNIYIELD NEW YORK INSURED FUND INC,1994-12-28T00:00:00.000Z,2007-04-02T00:00:00.000Z
0000908993,Invesco Van Kampen Advantage Municipal Income Trust II,2010-06-03T00:00:00.000Z,2012-11-19T00:00:00.000Z
0000908993,VAN KAMPEN ADVANTAGE MUNICIPAL INCOME TRUST II,1998-12-29T00:00:00.000Z,2010-05-10T00:00:00.000Z
0000908993,VAN KAMPEN AMERICAN CAPITAL ADVANTAGE MUNICIPAL INCOME TR II,1996-06-28T00:00:00.000Z,1998-06-17T00:00:00.000Z
0000908993,VAN KAMPEN MERRITT ADVANTAGE MUNICIPAL INCOME TRUST II,1994-12-29T00:00:00.000Z,1995-06-29T00:00:00.000Z
0001002590,STAR GROUP LP,2017-10-26T00:00:00.000Z,2017-12-06T00:00:00.000Z
0001002590,STAR GAS PARTNERS LP,1996-05-09T00:00:00.000Z,2017-10-12T00:00:00.000Z
0001512499,Capitol Acquisition Corp. II,2011-02-15T00:00:00.000Z,2015-07-01T00:00:00.000Z
0001721386,LF Capital Acquisition Corp.,2017-11-02T00:00:00.000Z,2021-01-06T00:00:00.000Z
0001710680,HIGHLAND INCOME FUND\MA,2019-05-30T00:00:00.000Z,2023-05-30T00:00:00.000Z
0001710680,HIGHLAND FLOATING RATE OPPORTUNITIES FUND,2017-08-29T00:00:00.000Z,2019-05-13T00:00:00.000Z
0001710680,HIGHLAND FLOATING RATE OPPORTUNITIES FUND II,2017-06-30T00:00:00.000Z,2017-09-20T00:00:00.000Z
0000818972,"DREYFUS STRATEGIC MUNICIPALS, INC.",2018-11-28T00:00:00.000Z,2019-05-30T00:00:00.000Z
0000818972,DREYFUS STRATEGIC MUNICIPALS INC,1994-05-27T00:00:00.000Z,2018-09-27T00:00:00.000Z
0001655210,"Savage River, Inc.",2015-10-15T00:00:00.000Z,2017-12-07T00:00:00.000Z
0001058239,SALOMON BROTHERS HIGH INCOME FUND II INC,1998-08-06T00:00:00.000Z,2006-09-28T00:00:00.000Z
0001058239,SALOMON BROTHERS HIGH YIELD BOND FUND IN,1998-03-20T00:00:00.000Z,1998-03-20T00:00:00.000Z
0001291334,First Trust/Fiduciary Asset Management Covered Call Fund,2004-05-28T00:00:00.000Z,2007-09-25T00:00:00.000Z
0001590584,OIS Accommodations SpinCo Inc.,2013-12-12T00:00:00.000Z,2014-03-18T00:00:00.000Z
0001857853,TGPX Holdings I LLC,2021-05-03T00:00:00.000Z,2021-07-29T00:00:00.000Z
0000945983,"Wayside Technology Group, Inc.",2006-10-27T00:00:00.000Z,2022-10-27T00:00:00.000Z
0000945983,PROGRAMMERS PARADISE INC,1996-07-15T00:00:00.000Z,2006-08-21T00:00:00.000Z
0000724910,PREMIS CORP,1995-10-04T00:00:00.000Z,2000-08-14T00:00:00.000Z
0000799850,AMERICANS CARMART INC,2002-07-19T00:00:00.000Z,2002-07-19T00:00:00.000Z
0000799850,CROWN GROUP INC /TX/,1997-10-22T00:00:00.000Z,2002-03-14T00:00:00.000Z
0000799850,CROWN CASINO CORP,1995-06-08T00:00:00.000Z,1997-03-21T00:00:00.000Z
0001137091,FORMAT INC,2002-08-26T00:00:00.000Z,2011-05-03T00:00:00.000Z
0001137091,FORMAT INC /FA/,2003-11-04T00:00:00.000Z,2004-01-14T00:00:00.000Z
0001434868,HDL THERAPEUTICS INC,2008-05-07T00:00:00.000Z,2008-05-07T00:00:00.000Z
0001434647,"KEMPHARM, INC",2013-05-30T00:00:00.000Z,2023-02-24T00:00:00.000Z
0001434647,KEMPHARM INC,2008-05-06T00:00:00.000Z,2011-06-30T00:00:00.000Z
0001515940,KKR Alternative Income Opportunities Fund,2013-02-15T00:00:00.000Z,2013-06-05T00:00:00.000Z
0001515940,KKR Global Credit Opportunities Fund,2011-04-01T00:00:00.000Z,2011-04-01T00:00:00.000Z
0001816581,Colonnade Acquisition Corp.,2020-07-06T00:00:00.000Z,2021-03-15T00:00:00.000Z
0001113809,BUILD A BEAR WORKSHOP INC,2004-08-12T00:00:00.000Z,2020-10-08T00:00:00.000Z
0000076282,PARK OHIO INDUSTRIES INC,1994-02-14T00:00:00.000Z,1998-02-10T00:00:00.000Z
0000879585,ATLANTIC TELE NETWORK INC /DE,1994-02-11T00:00:00.000Z,2016-06-06T00:00:00.000Z
0000839533,DEUTSCHE MUNICIPAL INCOME TRUST,2014-08-19T00:00:00.000Z,2018-04-25T00:00:00.000Z
0000839533,SCUDDER MUNICIPAL INCOME TRUST,2001-04-06T00:00:00.000Z,2006-02-06T00:00:00.000Z
0000839533,KEMPER MUNICIPAL INCOME TRUST,1995-04-03T00:00:00.000Z,2000-01-27T00:00:00.000Z
0001653558,"M I Acquisitions, Inc.",2015-10-13T00:00:00.000Z,2018-07-24T00:00:00.000Z
0001398733,"MonoSol Rx, Inc.",2007-05-14T00:00:00.000Z,2008-03-27T00:00:00.000Z
0001703079,XAI Octagon Floating Rate & Alternative Income Term Trust,2017-08-29T00:00:00.000Z,2024-02-02T00:00:00.000Z
0001703079,XAI Octagon Floating Rate Alternative Income Term Trust,2017-07-18T00:00:00.000Z,2017-09-01T00:00:00.000Z
0001703079,XAI Octagon Floating Rate Income & Credit Alternative Trust,2017-04-07T00:00:00.000Z,2017-04-07T00:00:00.000Z
0000898437,ANIKA THERAPEUTICS INC,1997-05-15T00:00:00.000Z,2014-03-13T00:00:00.000Z
0000898437,ANIKA RESEARCH INC,1996-07-24T00:00:00.000Z,1996-11-27T00:00:00.000Z
0001043000,CAPITAL SENIOR LIVING CORP,1997-10-03T00:00:00.000Z,2021-11-12T00:00:00.000Z
0001560241,"G-Zero Therapeutics, Inc.",2012-10-12T00:00:00.000Z,2013-04-18T00:00:00.000Z
0001258623,EATON VANCE SENIOR FLOATING RATE FUND,2003-08-15T00:00:00.000Z,2003-10-14T00:00:00.000Z
0001220754,PROVIDENCE SERVICE CORP,2003-06-19T00:00:00.000Z,2021-01-04T00:00:00.000Z
0000910068,HIGH INCOME OPPORTUNITY FUND INC,1995-11-20T00:00:00.000Z,2006-08-30T00:00:00.000Z
0000910068,SMITH BARNEY HIGH INCOME OPPORTUNITY FUND INC,1994-05-23T00:00:00.000Z,1994-12-02T00:00:00.000Z
0001384195,Transglobal Mining Corp.,2007-05-08T00:00:00.000Z,2008-05-09T00:00:00.000Z
0001384195,Blanca Corp.,2007-01-12T00:00:00.000Z,2007-04-25T00:00:00.000Z
0000788329,JOHNSON WORLDWIDE ASSOCIATES INC,1994-01-12T00:00:00.000Z,2000-02-02T00:00:00.000Z
0000275694,BABSON CAPITAL CORPORATE INVESTORS,2012-01-03T00:00:00.000Z,2016-09-08T00:00:00.000Z
0000275694,MASSMUTUAL CORPORATE INVESTORS,1994-02-24T00:00:00.000Z,2011-12-19T00:00:00.000Z
0001127371,CENTRAL VALLEY COMMUNITY BANCORP,2000-12-21T00:00:00.000Z,2024-03-15T00:00:00.000Z
0001127371,CENTRAL VALEY COMMUNITY BANCORP,2000-11-16T00:00:00.000Z,2000-11-16T00:00:00.000Z
0001230869,ASA LTD,2007-04-27T00:00:00.000Z,2011-04-25T00:00:00.000Z
0001230869,ASA BERMUDA LTD,2003-05-02T00:00:00.000Z,2007-02-08T00:00:00.000Z
0001528985,"Inland Monthly Income Trust, Inc.",2012-02-13T00:00:00.000Z,2012-02-15T00:00:00.000Z
0001528985,"Inland Core Assets Real Estate Trust, Inc.",2011-09-12T00:00:00.000Z,2011-11-29T00:00:00.000Z
0001372299,HISTOGENICS CORP,2006-08-07T00:00:00.000Z,2019-09-26T00:00:00.000Z
0000317788,"Mandalay Digital Group, Inc.",2012-02-10T00:00:00.000Z,2015-01-28T00:00:00.000Z
0000317788,"NeuMedia, Inc.",2010-05-14T00:00:00.000Z,2012-02-07T00:00:00.000Z
0000317788,"Mandalay Media, Inc.",2007-11-09T00:00:00.000Z,2010-04-20T00:00:00.000Z
0000317788,"Mediavest, Inc.",2005-08-09T00:00:00.000Z,2007-10-16T00:00:00.000Z
0000317788,EB2B COMMERCE INC /NY/,2001-04-16T00:00:00.000Z,2005-07-07T00:00:00.000Z
0000317788,EB2B COMMERCE INC  /NY/,2000-11-13T00:00:00.000Z,2001-01-26T00:00:00.000Z
0000317788,EB2B COMMERCE INC //,2000-04-27T00:00:00.000Z,2000-06-02T00:00:00.000Z
0000317788,DYNAMICWEB ENTERPRISES INC,1996-08-14T00:00:00.000Z,2000-01-24T00:00:00.000Z
0000317788,SEAHAWK CAPITAL CORP,1995-12-26T00:00:00.000Z,1996-06-14T00:00:00.000Z
0001827506,"Talaris Therapeutics, Inc.",2020-10-07T00:00:00.000Z,2023-10-18T00:00:00.000Z
0001822928,Empower Ltd.,2020-08-28T00:00:00.000Z,2021-07-16T00:00:00.000Z
0001377757,Asanko Gold Inc.,2013-04-02T00:00:00.000Z,2020-04-16T00:00:00.000Z
0001377757,Keegan Resources Inc.,2006-10-17T00:00:00.000Z,2013-02-28T00:00:00.000Z
0001306550,BlackRock Global Energy & Resources Trust,2004-10-21T00:00:00.000Z,2009-01-27T00:00:00.000Z
0001822359,Motion Acquisition Corp.,2020-08-28T00:00:00.000Z,2021-11-05T00:00:00.000Z
0001819142,Ivanhoe Capital Acquisition Corp.,2020-08-07T00:00:00.000Z,2022-02-04T00:00:00.000Z
0001023313,FORRESTER RESEARCH INC,1996-11-26T00:00:00.000Z,2013-03-05T00:00:00.000Z
0000046129,ALLIED MOTION TECHNOLOGIES INC,2003-03-31T00:00:00.000Z,2023-08-14T00:00:00.000Z
0000046129,HATHAWAY CORP,1995-09-29T00:00:00.000Z,2002-11-14T00:00:00.000Z
0001700849,"TradeFan, Inc.",2021-04-01T00:00:00.000Z,2021-07-12T00:00:00.000Z
0001390195,ABERDEEN GLOBAL PREMIER PROPERTIES FUND,2018-05-09T00:00:00.000Z,2022-06-06T00:00:00.000Z
0001390195,ALPINE GLOBAL PREMIER PROPERTIES FUND,2007-02-16T00:00:00.000Z,2018-05-07T00:00:00.000Z
0001074769,NUVEEN NEW YORK DIVIDEND ADVANTAGE MUNICIPAL FUND,2000-11-22T00:00:00.000Z,2016-12-08T00:00:00.000Z
0001074769,NUVEEN NEW YORK MUNICIPAL ADVANTAGE FUND,1998-12-07T00:00:00.000Z,1999-06-11T00:00:00.000Z
0001094032,"24/7 Kid Doc, Inc.",2016-03-02T00:00:00.000Z,2020-03-30T00:00:00.000Z
0001094032,DALE JARRETT RACING ADVENTURE INC,2003-08-05T00:00:00.000Z,2016-01-26T00:00:00.000Z
0001094032,DALE JARRET RACING ADVENTURE INC,2003-02-14T00:00:00.000Z,2003-05-20T00:00:00.000Z
0001094032,JARRETT FAVRE DRIVING ADVENTURE INC,1999-09-08T00:00:00.000Z,2002-11-14T00:00:00.000Z
0001720424,HIVE Blockchain Technologies Ltd.,2017-10-26T00:00:00.000Z,2023-07-10T00:00:00.000Z
0001515324,"Ares Senior Credit Strategies Fund, Inc.",2011-03-22T00:00:00.000Z,2011-09-08T00:00:00.000Z
0001788999,"Xperi, Inc.",2022-07-12T00:00:00.000Z,2022-08-05T00:00:00.000Z
0001788999,TiVo Product HoldCo LLC,2021-10-12T00:00:00.000Z,2022-05-12T00:00:00.000Z
0001710350,Golden Bull Ltd,2017-07-10T00:00:00.000Z,2020-09-15T00:00:00.000Z
0001084765,RESOURCES CONNECTION INC,2000-09-01T00:00:00.000Z,2021-04-20T00:00:00.000Z
0001707502,"Solid Biosciences, LLC",2017-08-04T00:00:00.000Z,2018-01-25T00:00:00.000Z
0001377789,Aviat Networks Inc,2016-11-14T00:00:00.000Z,2016-11-14T00:00:00.000Z
0001377789,"Harris Stratex Networks, Inc.",2010-01-27T00:00:00.000Z,2010-01-27T00:00:00.000Z
0001377789,"HARRIS STRATEX NETWORKS, INC.",2010-01-27T00:00:00.000Z,2010-01-27T00:00:00.000Z
0001759631,Tortoise Acquisition Corp.,2018-11-20T00:00:00.000Z,2020-09-28T00:00:00.000Z
0001506184,Prima BioMed Ltd,2012-02-13T00:00:00.000Z,2017-12-01T00:00:00.000Z
0000890393,"BLACKROCK MUNIYIELD MICHIGAN INSURED FUND, INC.",2007-06-15T00:00:00.000Z,2010-11-05T00:00:00.000Z
0000890393,MUNIYIELD MICHIGAN INSURED FUND INC,1994-12-21T00:00:00.000Z,2007-04-02T00:00:00.000Z
0001798562,Sustainable Opportunities Acquisition Corp.,2020-02-18T00:00:00.000Z,2021-09-09T00:00:00.000Z
0001382101,SUTRO BIOPHARMA INC,2009-03-11T00:00:00.000Z,2018-11-08T00:00:00.000Z
0001382101,Fundamental Applied Biology Inc,2006-11-08T00:00:00.000Z,2007-10-24T00:00:00.000Z
0001158114,APPLIED OPTOELECTRONICS INC,2006-12-15T00:00:00.000Z,2012-09-18T00:00:00.000Z
0000014846,BRT REALTY TRUST,2017-02-06T00:00:00.000Z,2017-03-20T00:00:00.000Z
0000014846,BRT Realty Trust,2017-02-06T00:00:00.000Z,2017-03-20T00:00:00.000Z
0000050471,PARK CITY GROUP INC,2002-08-07T00:00:00.000Z,2023-12-18T00:00:00.000Z
0000050471,FIELDS TECHNOLOGIES INC,2001-07-06T00:00:00.000Z,2002-07-31T00:00:00.000Z
0000050471,AMERINET GROUP COM INC,1999-10-08T00:00:00.000Z,2001-02-09T00:00:00.000Z
0000050471,EQUITY GROWTH SYSTEMS INC /DE/,1996-11-18T00:00:00.000Z,1999-06-04T00:00:00.000Z
0001325964,THIRD-ORDER NANOTECHNOLOGIES INC,2007-04-13T00:00:00.000Z,2008-02-19T00:00:00.000Z
0001325964,THIRD-ORDER NANOTECHNOLOIES INC,2007-02-12T00:00:00.000Z,2007-02-12T00:00:00.000Z
0001325964,PSI TEC HOLDINGS INC,2005-04-27T00:00:00.000Z,2006-09-08T00:00:00.000Z
0001661181,Avista Healthcare Public Acquisition Corp.,2015-12-18T00:00:00.000Z,2018-12-10T00:00:00.000Z
0001452936,"KBS Strategic Opportunity REIT, Inc.",2009-01-08T00:00:00.000Z,2019-11-01T00:00:00.000Z
0001638290,"MCBC Holdings, Inc.",2015-05-01T00:00:00.000Z,2018-11-02T00:00:00.000Z
0001832511,Foresight Acquisition Corp.,2020-11-19T00:00:00.000Z,2021-12-03T00:00:00.000Z
0001587987,Newtek Business Services Corp.,2013-10-01T00:00:00.000Z,2023-01-13T00:00:00.000Z
0001503290,Aberdeen Income Credit Strategies Fund,2017-12-11T00:00:00.000Z,2022-06-06T00:00:00.000Z
0001503290,Avenue Income Credit Strategies Fund,2010-10-19T00:00:00.000Z,2017-11-22T00:00:00.000Z
0001178839,NEUBERGER BERMAN INTERMEDIATE MUNICIPAL FUND INC,2002-07-29T00:00:00.000Z,2018-08-27T00:00:00.000Z
0001162027,ALLIANCE NATIONAL MUNICIPAL INCOME FUND,2001-11-09T00:00:00.000Z,2007-05-10T00:00:00.000Z
0000791908,XOMA Corp,2012-02-14T00:00:00.000Z,2024-07-09T00:00:00.000Z
0000791908,XOMA LTD /DE/,2001-12-13T00:00:00.000Z,2012-01-17T00:00:00.000Z
0000791908,XOMA CORP /DE/,1996-04-23T00:00:00.000Z,1998-03-19T00:00:00.000Z
0001703956,Industrea Acquisition Corp.,2017-05-03T00:00:00.000Z,2018-12-04T00:00:00.000Z
0001244183,PIMCO FLOATING RATE INCOME FUND,2003-06-20T00:00:00.000Z,2010-02-08T00:00:00.000Z
0001481646,Accolade LLC,2010-01-21T00:00:00.000Z,2010-01-21T00:00:00.000Z
0000910638,3 D SYSTEMS CORP,1996-09-12T00:00:00.000Z,2003-04-23T00:00:00.000Z
0000920427,UNITY BANCORP INC /DE/,1996-09-24T00:00:00.000Z,2005-05-16T00:00:00.000Z
0001121484,OIL STATES INTERNATIONAL INC,2000-12-12T00:00:00.000Z,2006-03-13T00:00:00.000Z
0001038186,"BLACKROCK MUNIHOLDINGS NEW YORK IQUALITY FUND, INC.",2010-11-18T00:00:00.000Z,2010-11-18T00:00:00.000Z
0001038186,"BLACKROCK MUNIHOLDINGS NEW YORK INSURED FUND, INC.",2007-06-15T00:00:00.000Z,2010-11-08T00:00:00.000Z
0001038186,MUNIHOLDINGS NEW YORK INSURED FUND INC,1997-09-15T00:00:00.000Z,2007-05-10T00:00:00.000Z
0001038186,MUNIHOLDINGS NEW YORK FUND INC,1997-05-12T00:00:00.000Z,1997-05-12T00:00:00.000Z
0001590560,uniQure B.V.,2013-11-08T00:00:00.000Z,2014-02-06T00:00:00.000Z
0000786035,LIBERTY ALL STAR GROWTH FUND INC /MD/,1996-06-13T00:00:00.000Z,2007-05-30T00:00:00.000Z
0000786035,ALLMON CHARLES TRUST INC,1995-12-06T00:00:00.000Z,1996-03-25T00:00:00.000Z
0001474627,Lianluo Smart Ltd,2016-11-22T00:00:00.000Z,2021-05-12T00:00:00.000Z
0001474627,Dehaier Medical Systems Ltd,2009-11-12T00:00:00.000Z,2016-11-18T00:00:00.000Z
0001840199,Waldencast Acquisition Corp.,2021-01-22T00:00:00.000Z,2022-07-27T00:00:00.000Z
0001059142,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",2013-09-25T00:00:00.000Z,2022-12-02T00:00:00.000Z
0001059142,AMERICA FIRST TAX EXEMPT INVESTORS LP,1998-08-27T00:00:00.000Z,2013-11-12T00:00:00.000Z
0001493761,Parametric Sound Corp,2010-06-24T00:00:00.000Z,2014-05-22T00:00:00.000Z
0001821393,"Aaron's SpinCo, Inc.",2020-09-08T00:00:00.000Z,2020-11-02T00:00:00.000Z
0001836981,"GigCapital4, Inc.",2020-12-31T00:00:00.000Z,2021-12-07T00:00:00.000Z
0001276531,SCIENTIFIC ENERGY INC,2004-01-28T00:00:00.000Z,2020-05-14T00:00:00.000Z
0000916183,"PIMCO STRATEGIC INCOME FUND, INC",2014-03-27T00:00:00.000Z,2024-08-30T00:00:00.000Z
0000916183,PIMCO LOW DURATION OPPORTUNITIES FUND,2023-11-28T00:00:00.000Z,2023-11-28T00:00:00.000Z
0000916183,PIMCO STRATEGIC GLOBAL GOVERNMENT FUND INC,2004-10-05T00:00:00.000Z,2014-03-20T00:00:00.000Z
0000916183,RCM STRATEGIC GLOBAL GOVERNMENT FUND INC,1994-09-29T00:00:00.000Z,2004-09-27T00:00:00.000Z
0000852772,DENNYS CORP,2002-08-12T00:00:00.000Z,2019-06-06T00:00:00.000Z
0000852772,ADVANTICA RESTAURANT GROUP INC,1998-11-03T00:00:00.000Z,2002-07-25T00:00:00.000Z
0000852772,FLAGSTAR COMPANIES INC,1994-03-31T00:00:00.000Z,1997-11-21T00:00:00.000Z
0001837014,Fifth Wall Acquisition Corp. I,2020-12-18T00:00:00.000Z,2021-08-24T00:00:00.000Z
0001181187,BLACKROCK INSURED MUNICIPAL INCOME TRUST,2002-09-05T00:00:00.000Z,2010-11-08T00:00:00.000Z
0001181187,BLACKROCK MUNICIPAL INCOME TRUST III,2002-08-19T00:00:00.000Z,2002-08-19T00:00:00.000Z
0001356090,INTREXON CORP,2006-03-09T00:00:00.000Z,2020-01-22T00:00:00.000Z
0001377936,GSC INVESTMENT CORP.,2007-03-12T00:00:00.000Z,2010-08-03T00:00:00.000Z
0001377936,GSC Investment LLC,2006-10-18T00:00:00.000Z,2007-03-21T00:00:00.000Z
0000826020,Voya PRIME RATE TRUST,2014-04-25T00:00:00.000Z,2021-06-21T00:00:00.000Z
0000826020,ING PRIME RATE TRUST,2002-03-01T00:00:00.000Z,2014-02-10T00:00:00.000Z
0000826020,PILGRIM PRIME RATE TRUST,1996-02-29T00:00:00.000Z,2002-02-01T00:00:00.000Z
0000826020,PILGRIM AMERICA PRIME RATE TRUST,1996-10-18T00:00:00.000Z,1999-03-19T00:00:00.000Z
0001693011,"Inozyme Pharma, LLC",2017-01-05T00:00:00.000Z,2017-01-05T00:00:00.000Z
0000835333,MORGAN STANLEY MUNICIPAL INCOME OPPORTUNITIES TRUST,2002-01-29T00:00:00.000Z,2010-05-06T00:00:00.000Z
0000835333,MSDW MUNICIPAL INCOME OPPORTUNITIES TRUST,1999-01-29T00:00:00.000Z,2001-07-27T00:00:00.000Z
0000835333,MUNICIPAL INCOME OPPORTUNITIES TRUST/MA,1994-07-29T00:00:00.000Z,1998-10-19T00:00:00.000Z
0001289945,"USA Mobility, Inc",2004-07-23T00:00:00.000Z,2014-07-08T00:00:00.000Z
0001289945,"Wizards-Patriots Holdings, Inc.",2004-05-21T00:00:00.000Z,2004-07-01T00:00:00.000Z
0001903870,Globis NV Merger Corp.,2022-01-12T00:00:00.000Z,2022-06-09T00:00:00.000Z
0001505952,"SHACHO, INC.",2010-11-19T00:00:00.000Z,2010-11-19T00:00:00.000Z
0001641614,"CPI Holdings I, Inc.",2015-05-14T00:00:00.000Z,2015-07-08T00:00:00.000Z
0001606909,Quartet Holdco Ltd.,2014-05-01T00:00:00.000Z,2014-10-02T00:00:00.000Z
0001866501,Wallbox B.V.,2021-06-09T00:00:00.000Z,2021-10-01T00:00:00.000Z
0001771226,RiverNorth Opportunistic Municipal Income Fund II,2019-03-20T00:00:00.000Z,2019-03-20T00:00:00.000Z
0001835856,Aurora Acquisition Corp.,2020-12-23T00:00:00.000Z,2023-08-18T00:00:00.000Z
0001521404,BABSON CAPITAL GLOBAL SHORT DURATION HIGH YIELD FUND,2011-06-22T00:00:00.000Z,2016-09-08T00:00:00.000Z
0001521404,BABSON CAPITAL GLOBAL FLOATING RATE & INCOME FUND,2011-05-23T00:00:00.000Z,2011-08-18T00:00:00.000Z
0001819253,Haymaker Acquisition Corp. III,2020-08-06T00:00:00.000Z,2022-05-25T00:00:00.000Z
0001041514,NET 1 UEPS TECHNOLOGIES INC,2000-08-01T00:00:00.000Z,2022-05-17T00:00:00.000Z
0001214935,Virtus AllianzGI Convertible & Income Fund,2021-02-11T00:00:00.000Z,2022-08-04T00:00:00.000Z
0001214935,AllianzGI Convertible & Income Fund,2013-05-20T00:00:00.000Z,2021-02-10T00:00:00.000Z
0001214935,AGIC Convertible & Income Fund,2010-08-26T00:00:00.000Z,2013-05-01T00:00:00.000Z
0001214935,NICHOLAS APPLEGATE CONVERTIBLE & INCOME FUND,2003-01-21T00:00:00.000Z,2010-07-19T00:00:00.000Z
0000069733,NATHANS FAMOUS INC,1996-11-08T00:00:00.000Z,2020-08-07T00:00:00.000Z
0000350868,ITERIS HOLDINGS  INC,2003-11-07T00:00:00.000Z,2004-12-02T00:00:00.000Z
0000350868,ODETICS INC,1995-08-14T00:00:00.000Z,2003-09-18T00:00:00.000Z
0001605888,"SeqLL, Inc.",2014-06-10T00:00:00.000Z,2024-06-06T00:00:00.000Z
0000855887,"DREYFUS STRATEGIC MUNICIPAL BOND FUND, INC.",2019-01-24T00:00:00.000Z,2019-04-30T00:00:00.000Z
0000855887,DREYFUS STRATEGIC MUNICIPAL BOND FUND INC,1994-01-27T00:00:00.000Z,2018-10-22T00:00:00.000Z
0001830188,DiamondHead Holdings Corp.,2020-11-05T00:00:00.000Z,2023-03-31T00:00:00.000Z
0001717457,Calamos Long/Short Equity & Dynamic Income Term Trust,2019-06-04T00:00:00.000Z,2019-06-04T00:00:00.000Z
0001717457,Calamos Long/Short Equity & Income 2028 Term Trust,2017-11-16T00:00:00.000Z,2019-05-03T00:00:00.000Z
0001717457,Calamos Long/Short Equity Income 2028 Term Trust,2017-09-22T00:00:00.000Z,2017-10-31T00:00:00.000Z
0001520358,"MamaMancini's Holdings, Inc.",2011-06-20T00:00:00.000Z,2023-08-01T00:00:00.000Z
0001520358,"MASCOT PROPERTIES, INC.",2011-05-10T00:00:00.000Z,2013-04-01T00:00:00.000Z
0001285550,"MRI INTERVENTIONS, INC.",2011-07-15T00:00:00.000Z,2020-02-11T00:00:00.000Z
0001285550,SURGIVISION INC,2009-11-06T00:00:00.000Z,2010-10-22T00:00:00.000Z
0001285550,SURGI VISION INC,2004-03-30T00:00:00.000Z,2007-05-02T00:00:00.000Z
0000818851,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND INC,1995-09-29T00:00:00.000Z,2021-05-17T00:00:00.000Z
0001341235,"Aldexa Therapeutics, Inc.",2013-01-03T00:00:00.000Z,2014-03-04T00:00:00.000Z
0001341235,Neuron Systems Inc,2005-10-06T00:00:00.000Z,2008-08-01T00:00:00.000Z
0001678660,Prelude Therapeutics Inc.,2016-07-11T00:00:00.000Z,2017-10-20T00:00:00.000Z
0001453687,SELECTA BIOSCIENCES INC,2009-01-05T00:00:00.000Z,2023-11-13T00:00:00.000Z
0001570132,"VETRO, INC.",2013-05-16T00:00:00.000Z,2017-07-12T00:00:00.000Z
0001338561,Nuveen Equity Premium & Growth Fund,2005-09-23T00:00:00.000Z,2014-12-08T00:00:00.000Z
0001803901,Hudson Executive Investment Corp.,2020-02-21T00:00:00.000Z,2021-06-17T00:00:00.000Z
0000818033,AP PHARMA INC /DE/,2001-11-13T00:00:00.000Z,2014-01-07T00:00:00.000Z
0000818033,ADVANCED POLYMER SYSTEMS INC /DE/,1994-02-01T00:00:00.000Z,2001-04-06T00:00:00.000Z
0001325670,Southern National Bancorp of Virginia Inc,2005-04-28T00:00:00.000Z,2021-03-16T00:00:00.000Z
0001819574,Original Bark Co,2021-02-26T00:00:00.000Z,2021-11-19T00:00:00.000Z
0001819574,Northern Star Acquisition Corp.,2020-07-31T00:00:00.000Z,2021-06-03T00:00:00.000Z
0001287480,BLACKROCK GLOBAL FLOATING RATE INCOME TRUST,2004-06-25T00:00:00.000Z,2009-02-10T00:00:00.000Z
0001287480,BLACKROCK VARIABLE RATE & INFLATION PROTECTED SECURITIES,2004-05-27T00:00:00.000Z,2004-05-27T00:00:00.000Z
0001287480,BLACKROCK GLOBAL INFLATION PROTECTED SECURITIES TRUST,2004-04-21T00:00:00.000Z,2004-04-21T00:00:00.000Z
0001163609,SOYBEAN PROCESSORS LLC,2001-12-21T00:00:00.000Z,2002-06-26T00:00:00.000Z
0001437925,Source Gold Corp.,2009-10-19T00:00:00.000Z,2016-04-11T00:00:00.000Z
0001437925,Ibex Resources Corp.,2008-10-07T00:00:00.000Z,2009-09-22T00:00:00.000Z
0001701541,"Aset Therapeutics, Inc.",2017-03-28T00:00:00.000Z,2018-01-04T00:00:00.000Z
0000714256,"WOUND MANAGEMENT TECHNOLOGIES, INC.",2008-08-12T00:00:00.000Z,2019-04-03T00:00:00.000Z
0000714256,MB SOFTWARE CORP,1996-10-28T00:00:00.000Z,2008-06-10T00:00:00.000Z
